00000 0.000000e+00 -3.039322e-15 -1.294455e-15 -7.962667e-17 -6.514938e-18 -1.831684e-18 1.359992e-20
 00000 0.000000e+00 8.212562e-14 -2.880121e-15 -1.028963e-14 -4.190335e-15 -1.033802e-15 -2.539385e-16
 00000 0.000000e+00 -2.997774e-15 -8.199660e-17 -4.758273e-17 2.541607e-17 7.093374e-18 4.136470e-19
 00100 1.832052e-01 -3.153252e-06 -1.247107e-05 -4.759268e-05 -1.582337e-04 -3.246441e-04 -3.830588e-04
 00000 0.000000e+00 1.811145e-13 4.303497e-14 7.686672e-15 2.015265e-15 5.670529e-16 1.023504e-16
 00100 2.132410e-01 1.041277e-06 4.300789e-06 1.902058e-05 1.012193e-04 6.321894e-04 2.126678e-03
 00000 0.000000e+00 -1.090181e-12 -2.359840e-13 -1.144732e-13 -5.138700e-14 -1.172891e-14 -1.598880e-16
 00100 3.329974e-01 -1.176214e-05 -3.275881e-05 4.986534e-05 1.309860e-03 2.209428e-03 4.365410e-05
 00200 5.834810e-01 -2.439301e-04 -8.829636e-04 -2.335628e-03 -6.389166e-04 4.049703e-03 8.503068e-05
 00300 7.888607e-01 -7.865392e-04 -2.875689e-03 -8.077474e-03 -7.605466e-03 3.810790e-03 9.182213e-05
 00400 9.705756e-01 -1.759961e-03 -6.422438e-03 -1.814618e-02 -2.075878e-02 7.434701e-04 5.199145e-05
 00000 0.000000e+00 3.330274e-12 8.546446e-13 2.381943e-13 6.174466e-14 8.767270e-15 1.153702e-16
 00100 3.377908e-01 -2.081490e-04 -7.912335e-04 -2.592761e-03 -4.959059e-03 -1.985857e-03 -2.335464e-05
 00200 5.949306e-01 -8.068252e-04 -3.036776e-03 -9.592273e-03 -1.619104e-02 -4.228724e-03 -2.905330e-05
 00300 8.088319e-01 -1.807393e-03 -6.729438e-03 -2.050460e-02 -3.155503e-02 -6.191930e-03 -1.701367e-05
 00400 1.001499e+00 -3.274107e-03 -1.200741e-02 -3.496948e-02 -4.909202e-02 -7.880470e-03 1.726599e-06
 00000 0.000000e+00 2.683204e-15 -3.965306e-16 -3.080307e-15 -5.308621e-16 6.153726e-17 1.020791e-18
