0.000000e+00,1.736176e-08,8.708930e-07,1.075849e-04,1.739178e-02,4.068799e-01,2.395812e-02,8.952153e-04,4.882559e+01
6.544568e-10,1.844059e-08,8.686474e-07,1.108771e-04,1.736934e-02,4.071427e-01,2.472316e-02,9.520702e-04,4.885712e+01
1.511722e-05,2.618860e-05,1.214151e-06,4.178405e-03,2.053516e-02,3.744461e-01,7.880579e-01,1.143647e+00,4.493353e+01
2.829602e-02,3.774035e-02,4.996161e-04,1.586198e-01,4.165622e-01,8.313777e-02,1.474766e+00,8.124632e+01,9.976533e+00
0.000000e+00,1.736133e-08,8.708806e-07,1.075835e-04,1.739166e-02,4.068814e-01,2.395800e-02,8.951993e-04,4.882577e+01
1.099489e-09,1.921181e-08,8.686978e-07,1.131719e-04,1.736985e-02,4.071367e-01,2.523411e-02,9.918589e-04,4.885641e+01
2.539710e-05,4.398538e-05,1.429932e-06,5.415126e-03,2.228535e-02,3.594418e-01,9.410979e-01,1.769973e+00,4.313302e+01
0.000000e+00,1.735951e-08,8.708242e-07,1.075779e-04,1.739109e-02,4.068880e-01,2.395752e-02,8.951344e-04,4.882656e+01
7.632094e-10,1.862700e-08,8.685884e-07,1.114361e-04,1.736875e-02,4.071496e-01,2.484865e-02,9.617272e-04,4.885795e+01
1.762927e-05,3.053752e-05,1.254490e-06,4.512023e-03,2.087350e-02,3.713990e-01,8.371856e-01,1.311947e+00,4.456788e+01
2.754251e-02,3.625607e-02,4.596769e-04,1.554693e-01,3.995655e-01,8.488761e-02,1.506962e+00,8.137115e+01,1.018651e+01
6.015890e-02,6.998368e-02,8.868361e-04,2.159995e-01,5.549877e-01,7.202722e-02,1.507353e+00,1.130814e+02,8.643267e+00
8.593609e-02,9.615044e-02,1.218233e-03,2.531804e-01,6.504694e-01,6.653113e-02,1.507470e+00,1.325568e+02,7.983736e+00
1.085050e-01,1.189308e-01,1.506718e-03,2.815799e-01,7.233987e-01,6.308839e-02,1.507542e+00,1.474329e+02,7.570607e+00
1.290462e-01,1.396041e-01,1.768521e-03,3.050728e-01,7.837306e-01,6.061148e-02,1.507587e+00,1.597383e+02,7.273378e+00
1.481373e-01,1.587826e-01,2.011418e-03,3.253538e-01,8.358201e-01,5.869241e-02,1.507609e+00,1.703601e+02,7.043089e+00
1.661169e-01,1.768210e-01,2.239929e-03,3.433375e-01,8.820208e-01,5.713456e-02,1.507607e+00,1.797764e+02,6.856148e+00
