 01400 2.346317e+00 -4.828152e-02 -1.306649e-01 -2.530333e-01 -2.476014e-01 -4.246535e-02 -1.680699e-04
 01500 2.460610e+00 -5.521528e-02 -1.499626e-01 -2.925747e-01 -2.990168e-01 -7.414119e-02 -7.088144e-04
 01600 2.572034e+00 -6.303672e-02 -1.707677e-01 -3.314896e-01 -3.480876e-01 -1.068021e-01 -1.282012e-03
 01700 2.679876e+00 -7.144125e-02 -1.921276e-01 -3.682294e-01 -3.949325e-01 -1.378457e-01 -1.827238e-03
 01800 2.784323e+00 -8.023673e-02 -2.133280e-01 -4.026342e-01 -4.406228e-01 -1.652151e-01 -2.296467e-03
 01900 2.884574e+00 -8.921480e-02 -2.336936e-01 -4.352782e-01 -4.851505e-01 -1.873319e-01 -2.656539e-03
 02000 2.980989e+00 -9.839466e-02 -2.534038e-01 -4.682928e-01 -5.279961e-01 -2.037383e-01 -2.900109e-03
 02100 3.073674e+00 -1.078646e-01 -2.734191e-01 -5.038071e-01 -5.671874e-01 -2.144169e-01 -3.031889e-03
 02200 3.162096e+00 -1.175930e-01 -2.946080e-01 -5.412291e-01 -5.996017e-01 -2.195897e-01 -3.063036e-03
 02300 3.247756e+00 -1.276156e-01 -3.173677e-01 -5.781173e-01 -6.236426e-01 -2.198265e-01 -3.008464e-03
 02400 3.332100e+00 -1.379991e-01 -3.411697e-01 -6.113649e-01 -6.390156e-01 -2.157051e-01 -2.881915e-03
 02500 3.413876e+00 -1.486350e-01 -3.640546e-01 -6.376147e-01 -6.462619e-01 -2.082233e-01 -2.705696e-03
 02600 3.493252e+00 -1.594358e-01 -3.842976e-01 -6.568914e-01 -6.474999e-01 -1.988005e-01 -2.506871e-03
 02700 3.570790e+00 -1.700162e-01 -4.015483e-01 -6.719192e-01 -6.455302e-01 -1.889927e-01 -2.311914e-03
 02800 3.648050e+00 -1.800693e-01 -4.172531e-01 -6.856230e-01 -6.429279e-01 -1.800107e-01 -2.138827e-03
 02900 3.724732e+00 -1.896498e-01 -4.330922e-01 -7.003034e-01 -6.417250e-01 -1.727583e-01 -1.999586e-03
 03000 3.800456e+00 -1.995045e-01 -4.505399e-01 -7.181429e-01 -6.425768e-01 -1.673086e-01 -1.892513e-03
 03100 3.875350e+00 -2.102708e-01 -4.708728e-01 -7.389514e-01 -6.438484e-01 -1.629882e-01 -1.806762e-03
 03200 3.949155e+00 -2.225421e-01 -4.938143e-01 -7.584546e-01 -6.426160e-01 -1.589204e-01 -1.731640e-03
 03300 4.022034e+00 -2.363736e-01 -5.167845e-01 -7.715101e-01 -6.370125e-01 -1.545543e-01 -1.661794e-03
 03400 4.094644e+00 -2.505819e-01 -5.363007e-01 -7.758885e-01 -6.271431e-01 -1.499006e-01 -1.598008e-03
 03500 4.165511e+00 -2.635285e-01 -5.497633e-01 -7.733686e-01 -6.145309e-01 -1.452452e-01 -1.541099e-03
 03600 4.234846e+00 -2.746765e-01 -5.595739e-01 -7.677948e-01 -6.006614e-01 -1.403557e-01 -1.481645e-03
 03700 4.303708e+00 -2.849786e-01 -5.695229e-01 -7.619368e-01 -5.866011e-01 -1.346245e-01 -1.405504e-03
 03800 4.372528e+00 -2.956335e-01 -5.804713e-01 -7.587115e-01 -5.736524e-01 -1.278127e-01 -1.305998e-03
 03900 4.442399e+00 -3.066506e-01 -5.924802e-01 -7.612693e-01 -5.633553e-01 -1.205239e-01 -1.190969e-03
 04000 4.512570e+00 -3.173684e-01 -6.072196e-01 -7.708585e-01 -5.580333e-01 -1.146008e-01 -1.088963e-03
 04100 4.583323e+00 -3.283215e-01 -6.242511e-01 -7.867584e-01 -5.595852e-01 -1.119069e-01 -1.031447e-03
 04200 4.655122e+00 -3.396919e-01 -6.424540e-01 -8.084547e-01 -5.676929e-01 -1.130713e-01 -1.033752e-03
 04300 4.725468e+00 -3.524240e-01 -6.652020e-01 -8.340777e-01 -5.790691e-01 -1.171359e-01 -1.087351e-03
 04400 4.793440e+00 -3.681620e-01 -6.923212e-01 -8.614380e-01 -5.901825e-01 -1.223110e-01 -1.166850e-03
 04500 4.857861e+00 -3.838212e-01 -7.184162e-01 -8.875171e-01 -5.983713e-01 -1.267350e-01 -1.242378e-03
 04600 4.919175e+00 -3.969397e-01 -7.410914e-01 -9.082246e-01 -6.029270e-01 -1.295794e-01 -1.298588e-03
 04700 4.980396e+00 -4.093882e-01 -7.622252e-01 -9.237062e-01 -6.073779e-01 -1.316179e-01 -1.343047e-03
 04800 5.043694e+00 -4.238271e-01 -7.836231e-01 -9.376867e-01 -6.161870e-01 -1.337141e-01 -1.383172e-03
 04900 5.109487e+00 -4.389077e-01 -8.013798e-01 -9.489418e-01 -6.268271e-01 -1.351993e-01 -1.409940e-03
 05000 5.175296e+00 -4.497630e-01 -8.079360e-01 -9.520667e-01 -6.332706e-01 -1.355257e-01 -1.421701e-03
 05100 5.241270e+00 -4.556841e-01 -8.078756e-01 -9.493356e-01 -6.353843e-01 -1.357392e-01 -1.436941e-03
 05200 5.306502e+00 -4.609935e-01 -8.084751e-01 -9.473859e-01 -6.366398e-01 -1.371032e-01 -1.471970e-03
 05300 5.373041e+00 -4.670960e-01 -8.128185e-01 -9.505430e-01 -6.410384e-01 -1.403383e-01 -1.532334e-03
 05400 5.443503e+00 -4.727163e-01 -8.209178e-01 -9.558622e-01 -6.486305e-01 -1.449962e-01 -1.608995e-03
 05500 5.512893e+00 -4.767363e-01 -8.271744e-01 -9.560695e-01 -6.554999e-01 -1.493648e-01 -1.676112e-03
 05600 5.579563e+00 -4.801455e-01 -8.290756e-01 -9.493416e-01 -6.587194e-01 -1.523158e-01 -1.718134e-03
 05700 5.643207e+00 -4.830886e-01 -8.256232e-01 -9.377593e-01 -6.569790e-01 -1.535301e-01 -1.732742e-03
 05800 5.705883e+00 -4.838600e-01 -8.189706e-01 -9.243597e-01 -6.507435e-01 -1.532113e-01 -1.725461e-03
 05900 5.769580e+00 -4.839907e-01 -8.124024e-01 -9.109422e-01 -6.405540e-01 -1.515630e-01 -1.702715e-03
 06000 5.834045e+00 -4.835959e-01 -8.043762e-01 -8.948530e-01 -6.270633e-01 -1.489432e-01 -1.672768e-03
 06100 5.899933e+00 -4.818527e-01 -7.940023e-01 -8.736806e-01 -6.129173e-01 -1.461833e-01 -1.647946e-03
 06200 5.967744e+00 -4.806353e-01 -7.809238e-01 -8.508346e-01 -6.011026e-01 -1.438488e-01 -1.635254e-03
 06300 6.036829e+00 -4.786722e-01 -7.682913e-01 -8.320394e-01 -5.910158e-01 -1.417797e-01 -1.632037e-03
 06400 6.108004e+00 -4.757594e-01 -7.595790e-01 -8.188043e-01 -5.795641e-01 -1.394846e-01 -1.630326e-03
 06500 6.181582e+00 -4.712992e-01 -7.557873e-01 -8.118145e-01 -5.665855e-01 -1.369877e-01 -1.625158e-03
 06600 6.257101e+00 -4.648193e-01 -7.511505e-01 -8.068315e-01 -5.540643e-01 -1.349733e-01 -1.620395e-03
 06700 6.333333e+00 -4.579352e-01 -7.399424e-01 -8.001846e-01 -5.422238e-01 -1.337942e-01 -1.619217e-03
 06800 6.411408e+00 -4.507561e-01 -7.282556e-01 -7.963296e-01 -5.298754e-01 -1.330206e-01 -1.616509e-03
 06900 6.491299e+00 -4.428502e-01 -7.221568e-01 -7.952101e-01 -5.166980e-01 -1.320212e-01 -1.603175e-03
 07000 6.569958e+00 -4.364990e-01 -7.223563e-01 -7.926455e-01 -5.054014e-01 -1.306518e-01 -1.576939e-03
 07100 6.647956e+00 -4.343740e-01 -7.244172e-01 -7.871238e-01 -4.991445e-01 -1.292831e-01 -1.543111e-03
 07200 6.725713e+00 -4.328499e-01 -7.207799e-01 -7.788931e-01 -4.985899e-01 -1.280980e-01 -1.505295e-03
 07300 6.806953e+00 -4.289377e-01 -7.113751e-01 -7.720825e-01 -5.027932e-01 -1.267503e-01 -1.460968e-03
 07400 6.889705e+00 -4.247853e-01 -7.043968e-01 -7.682128e-01 -5.085070e-01 -1.242654e-01 -1.403170e-03
 07500 6.971342e+00 -4.229720e-01 -6.985455e-01 -7.622300e-01 -5.105475e-01 -1.199257e-01 -1.328855e-03
 07600 7.051584e+00 -4.204923e-01 -6.898366e-01 -7.558677e-01 -5.086844e-01 -1.145250e-01 -1.249179e-03
 07700 7.131972e+00 -4.154196e-01 -6.822755e-01 -7.532269e-01 -5.066838e-01 -1.095925e-01 -1.178150e-03
 07800 7.213309e+00 -4.100599e-01 -6.761335e-01 -7.519882e-01 -5.063447e-01 -1.061971e-01 -1.123586e-03
 07900 7.294507e+00 -4.058816e-01 -6.700360e-01 -7.511067e-01 -5.074161e-01 -1.045842e-01 -1.087844e-03
 08000 7.375274e+00 -4.013480e-01 -6.631978e-01 -7.486745e-01 -5.078827e-01 -1.041446e-01 -1.066737e-03
 08100 7.453938e+00 -3.966973e-01 -6.590413e-01 -7.442756e-01 -5.062982e-01 -1.043489e-01 -1.058219e-03
 08200 7.532362e+00 -3.948005e-01 -6.574194e-01 -7.385666e-01 -5.020619e-01 -1.046486e-01 -1.059013e-03
 08300 7.610639e+00 -3.930879e-01 -6.538322e-01 -7.317721e-01 -4.948130e-01 -1.046871e-01 -1.069520e-03
 08400 7.686694e+00 -3.900607e-01 -6.477677e-01 -7.240288e-01 -4.847113e-01 -1.046597e-01 -1.095056e-03
 08500 7.761435e+00 -3.847154e-01 -6.395607e-01 -7.118714e-01 -4.719964e-01 -1.049681e-01 -1.138836e-03
 08600 7.837709e+00 -3.785394e-01 -6.307291e-01 -6.955812e-01 -4.590514e-01 -1.063225e-01 -1.205873e-03
 08700 7.915078e+00 -3.738993e-01 -6.231477e-01 -6.825743e-01 -4.497737e-01 -1.096034e-01 -1.302075e-03
 08800 7.992149e+00 -3.714803e-01 -6.168877e-01 -6.736964e-01 -4.462485e-01 -1.152505e-01 -1.427370e-03
 08900 8.067939e+00 -3.695300e-01 -6.090700e-01 -6.652632e-01 -4.483524e-01 -1.228054e-01 -1.569665e-03
 09000 8.145075e+00 -3.654411e-01 -5.993317e-01 -6.573986e-01 -4.548033e-01 -1.314932e-01 -1.716472e-03
 09100 8.223772e+00 -3.591117e-01 -5.907564e-01 -6.546596e-01 -4.653153e-01 -1.405048e-01 -1.855359e-03
 09200 8.301608e+00 -3.533362e-01 -5.876466e-01 -6.597410e-01 -4.799021e-01 -1.490973e-01 -1.975201e-03
 09300 8.378407e+00 -3.505789e-01 -5.908178e-01 -6.707833e-01 -4.995421e-01 -1.573759e-01 -2.076276e-03
 09400 8.453852e+00 -3.511374e-01 -5.969977e-01 -6.851186e-01 -5.232258e-01 -1.651543e-01 -2.156145e-03
 09500 8.527295e+00 -3.536668e-01 -6.027318e-01 -6.999157e-01 -5.470949e-01 -1.714361e-01 -2.204312e-03
 00000 0.000000e+00 -9.964889e-13 -3.964898e-13 -1.130041e-13 -2.594839e-14 -2.647496e-15 -3.188077e-17
 00100 3.186073e-01 9.683031e-05 3.871655e-04 1.518268e-03 4.815585e-03 4.491834e-03 7.824741e-05
 00000 0.000000e+00 -2.230415e-12 -5.569208e-13 -1.944268e-13 -7.860979e-14 -1.804912e-14 -2.474763e-16
 00100 3.232388e-01 2.439772e-04 9.592916e-04 3.565822e-03 1.008027e-02 8.493803e-03 1.452489e-04
 00200 5.666196e-01 3.399528e-04 1.383167e-03 5.710315e-03 1.951613e-02 1.858936e-02 3.210946e-04
 00300 7.676905e-01 1.812265e-04 8.779638e-04 5.217583e-03 2.543031e-02 2.734680e-02 4.732017e-04
 00400 9.475725e-01 -3.040596e-04 -7.916437e-04 1.610505e-03 2.717999e-02 3.388960e-02 5.857625e-04
 00500 1.113958e+00 -1.200530e-03 -3.876656e-03 -5.488654e-03 2.419266e-02 3.762276e-02 6.516039e-04
 00600 1.270388e+00 -2.574995e-03 -8.508877e-03 -1.600679e-02 1.628667e-02 3.838292e-02 6.735857e-04
 00700 1.418735e+00 -4.457215e-03 -1.462769e-02 -2.949380e-02 3.488686e-03 3.641520e-02 6.621284e-04
 00800 1.558778e+00 -6.809777e-03 -2.196740e-02 -4.551455e-02 -1.416111e-02 3.221888e-02 6.295167e-04
 00900 1.691908e+00 -9.600622e-03 -3.046090e-02 -6.444027e-02 -3.701296e-02 2.616749e-02 5.819975e-04
 01000 1.819875e+00 -1.286606e-02 -4.041862e-02 -8.714530e-02 -6.551149e-02 1.821104e-02 5.147288e-04
 00000 0.000000e+00 2.183634e-12 6.204230e-13 1.137518e-13 -8.071182e-16 -1.607046e-15 -2.027037e-17
 00100 3.394957e-01 -1.263128e-04 -4.688672e-04 -1.393533e-03 -1.705810e-03 9.048241e-05 2.911500e-06
 00200 5.901402e-01 -6.507766e-04 -2.388285e-03 -6.791902e-03 -6.611061e-03 3.125771e-03 7.334673e-05
 00300 7.936861e-01 -1.716141e-03 -6.215493e-03 -1.693518e-02 -1.444552e-02 8.734276e-03 2.015611e-04
 00400 9.735745e-01 -3.499285e-03 -1.244465e-02 -3.220198e-02 -2.435816e-02 1.622600e-02 3.690319e-04
 00000 0.000000e+00 1.512394e-12 5.564548e-13 2.005015e-13 4.594604e-14 9.178944e-15 1.264725e-16
 00000 0.000000e+00 -2.210045e-12 -5.358689e-13 -2.540137e-14 6.201508e-15 -1.728315e-15 -2.736241e-17
 00100 3.324582e-01 -1.787622e-04 -6.830953e-04 -2.286404e-03 -4.743517e-03 -2.384805e-03 -3.254336e-05
 00100 3.097965e-01 -5.658483e-05 -2.029547e-04 -5.048483e-04 3.038643e-04 1.937689e-03 4.165300e-05
 00200 5.850725e-01 -5.896995e-04 -2.229974e-03 -7.177761e-03 -1.308928e-02 -4.775604e-03 -5.233095e-05
 00200 5.443093e-01 -4.029348e-04 -1.478594e-03 -4.170745e-03 -3.150173e-03 4.800294e-03 1.132199e-04
 00300 7.924712e-01 -1.253983e-03 -4.694216e-03 -1.458761e-02 -2.405930e-02 -6.628717e-03 -5.255533e-05
 00300 7.392404e-01 -1.053827e-03 -3.855757e-03 -1.084355e-02 -9.680568e-03 7.998369e-03 1.961509e-04
 00400 9.743898e-01 -2.250176e-03 -8.328702e-03 -2.497494e-02 -3.791337e-02 -8.455750e-03 -4.462991e-05
 00400 9.152090e-01 -2.055166e-03 -7.451661e-03 -2.043933e-02 -1.831441e-02 1.117695e-02 2.759486e-04
 00000 0.000000e+00 1.449362e-12 3.346741e-13 5.013364e-14 2.787287e-15 3.051999e-15 4.427756e-17
 00100 3.141262e-01 5.326001e-05 2.291523e-04 1.100193e-03 4.805927e-03 5.572231e-03 1.012515e-04
 00200 5.518723e-01 -2.143928e-04 -7.084059e-04 -9.735944e-04 7.665306e-03 1.469807e-02 2.798813e-04
 00300 7.459078e-01 -8.118805e-04 -2.803926e-03 -5.829075e-03 9.579482e-03 2.587800e-02 4.964652e-04
 00400 9.189076e-01 -1.754565e-03 -6.038127e-03 -1.282195e-02 1.237047e-02 3.854663e-02 7.296274e-04
 00000 0.000000e+00 1.139935e-12 4.332270e-13 2.313560e-13 6.365621e-14 1.156553e-14 1.559931e-16
 00100 3.327163e-01 -4.174481e-04 -1.604889e-03 -5.500654e-03 -1.245100e-02 -7.916365e-03 -1.269334e-04
 00200 5.849177e-01 -1.275694e-03 -4.853828e-03 -1.601849e-02 -3.238666e-02 -1.710456e-02 -2.610243e-04
 00300 7.942734e-01 -2.659874e-03 -9.984360e-03 -3.149495e-02 -5.669822e-02 -2.464217e-02 -3.518245e-04
 00400 9.804314e-01 -4.776618e-03 -1.756301e-02 -5.218826e-02 -8.285408e-02 -2.951148e-02 -3.884691e-04
 00000 0.000000e+00 -1.280408e-12 -4.769951e-13 -9.162895e-14 -1.111376e-14 1.884633e-15 2.912179e-17
 00100 3.295919e-01 -7.655006e-05 -2.873619e-04 -8.972697e-04 -1.457045e-03 -5.486350e-04 -9.691654e-06
 00200 5.780939e-01 -2.781195e-04 -1.022193e-03 -2.919856e-03 -2.916076e-03 7.978223e-04 1.323395e-05
 00300 7.838622e-01 -7.056622e-04 -2.563352e-03 -7.003375e-03 -5.456317e-03 3.768541e-03 6.819377e-05
 00400 9.690679e-01 -1.538950e-03 -5.537506e-03 -1.472277e-02 -1.110540e-02 7.416302e-03 1.437137e-04
 00000 0.000000e+00 -8.737341e-15 -1.433981e-14 -1.166175e-15 -6.413356e-17 1.362700e-17 7.411792e-20
 00100 3.072778e-01 -1.831979e-04 -6.945017e-04 -2.248700e-03 -4.032071e-03 -1.062799e-03 -5.518176e-06
 00200 5.403991e-01 -5.873908e-04 -2.199270e-03 -6.785481e-03 -1.003573e-02 -3.612626e-04 2.830701e-05
 00300 7.325954e-01 -1.180043e-03 -4.362879e-03 -1.284980e-02 -1.588167e-02 2.622387e-03 1.021222e-04
 00400 9.030144e-01 -1.998129e-03 -7.282824e-03 -2.040384e-02 -2.092731e-02 7.444999e-03 2.021662e-04
 00000 0.000000e+00 -2.358069e-12 -6.382639e-13 -1.904648e-13 -5.538029e-14 -1.417558e-14 -1.960200e-16
 00100 3.355757e-01 -3.572341e-04 -1.369219e-03 -4.640660e-03 -1.026006e-02 -6.837275e-03 -1.181907e-04
 00200 5.886815e-01 -1.354301e-03 -5.124194e-03 -1.655877e-02 -3.144882e-02 -1.576426e-02 -2.495208e-04
 00300 7.971745e-01 -3.193104e-03 -1.190621e-02 -3.669706e-02 -6.174157e-02 -2.442879e-02 -3.494066e-04
 00400 9.800954e-01 -6.119245e-03 -2.232594e-02 -6.497206e-02 -9.782622e-02 -3.196428e-02 -4.118978e-04
 00000 0.000000e+00 -3.456103e-13 -6.720735e-15 1.505740e-14 5.118607e-16 -1.862054e-16 -4.143602e-18
 00100 3.129482e-01 -1.516706e-04 -5.542157e-04 -1.534977e-03 -1.108323e-03 1.206614e-03 2.409957e-05
 00200 5.520191e-01 -9.624868e-04 -3.540434e-03 -1.018464e-02 -1.116416e-02 2.424076e-03 7.027764e-05
 00300 7.517979e-01 -2.472244e-03 -9.038588e-03 -2.563336e-02 -2.900106e-02 2.867369e-03 1.194447e-04
 00400 9.310267e-01 -4.694715e-03 -1.695433e-02 -4.663201e-02 -5.195258e-02 1.927086e-03 1.523020e-04
 00000 0.000000e+00 -8.752891e-13 -1.076828e-13 -2.395638e-14 -3.612228e-15 -6.702678e-17 1.230446e-18
 00100 3.271503e-01 -3.254467e-04 -1.223230e-03 -3.851702e-03 -6.728270e-03 -3.142240e-03 -5.187123e-05
 00200 5.727597e-01 -1.427092e-03 -5.301178e-03 -1.597690e-02 -2.384569e-02 -6.766552e-03 -8.849839e-05
 00300 7.742237e-01 -3.315988e-03 -1.217638e-02 -3.539483e-02 -4.833796e-02 -1.040035e-02 -1.080039e-04
 00400 9.518389e-01 -5.971860e-03 -2.160336e-02 -6.035576e-02 -7.683186e-02 -1.435185e-02 -1.268279e-04
 00000 0.000000e+00 -3.963227e-11 5.098655e-12 2.294596e-12 3.044269e-14 1.336724e-21 -3.526483e-37
 00100 8.478405e-01 -1.819370e-03 5.797569e-03 8.766150e-03 1.251911e-04 4.703793e-12 -7.573065e-29
 00000 0.000000e+00 -1.411799e-11 -2.556738e-12 -5.162110e-13 -8.257127e-14 -1.233081e-15 -4.135903e-23
 00100 5.453982e-01 4.202086e-04 2.183888e-03 9.791318e-03 1.000352e-02 1.646586e-04 6.252776e-12
 00200 9.429430e-01 -4.074621e-03 -9.263350e-03 4.149685e-03 2.114632e-02 4.049424e-04 1.517719e-11
 00000 0.000000e+00 -4.183491e-13 -5.364319e-14 -1.400676e-14 2.638692e-15 6.293880e-16 8.456078e-18
 00100 3.629566e-01 -3.898808e-04 -1.463205e-03 -4.565643e-03 -7.380498e-03 -1.719183e-03 -8.858258e-06
 00200 6.379537e-01 -1.710526e-03 -6.355958e-03 -1.915180e-02 -2.773946e-02 -3.686527e-03 1.900428e-05
 00300 8.634202e-01 -3.934909e-03 -1.442546e-02 -4.172335e-02 -5.526696e-02 -4.708789e-03 8.360700e-05
 00000 0.000000e+00 -3.600912e-14 -1.316857e-15 5.508639e-17 -3.785584e-17 1.424459e-17 1.826000e-18
 00100 1.913396e-01 -2.583349e-05 -1.017307e-04 -3.824903e-04 -1.204508e-03 -2.079966e-03 -8.275713e-04
 00200 3.416574e-01 -1.136982e-04 -4.469273e-04 -1.668130e-03 -5.102306e-03 -7.842449e-03 -2.205804e-03
 00300 4.648167e-01 -2.635471e-04 -1.034925e-03 -3.847860e-03 -1.159983e-02 -1.689950e-02 -3.867183e-03
 00400 5.738716e-01 -4.763566e-04 -1.868888e-03 -6.923759e-03 -2.061830e-02 -2.895050e-02 -5.733049e-03
 00500 6.731769e-01 -7.515131e-04 -2.945234e-03 -1.086773e-02 -3.195312e-02 -4.347569e-02 -7.701529e-03
 00600 7.654158e-01 -1.089379e-03 -4.263783e-03 -1.565845e-02 -4.538582e-02 -5.991537e-02 -9.677323e-03
 00700 8.522602e-01 -1.490884e-03 -5.825974e-03 -2.127302e-02 -6.066168e-02 -7.766251e-02 -1.156870e-02
 00800 9.345208e-01 -1.955719e-03 -7.627347e-03 -2.765921e-02 -7.742235e-02 -9.601626e-02 -1.328568e-02
 00000 0.000000e+00 -7.518504e-14 -2.239924e-14 -1.143602e-15 2.286869e-16 2.975573e-17 4.630281e-19
 00100 3.314949e-01 -3.708833e-04 -1.418876e-03 -4.769121e-03 -1.014740e-02 -5.963547e-03 -9.599987e-05
 00200 5.814106e-01 -1.352650e-03 -5.116167e-03 -1.648731e-02 -3.058174e-02 -1.348418e-02 -1.960392e-04
 00300 7.883916e-01 -3.053617e-03 -1.141169e-02 -3.532043e-02 -5.877938e-02 -2.051699e-02 -2.667909e-04
 00400 9.742518e-01 -5.689409e-03 -2.090587e-02 -6.156513e-02 -9.209508e-02 -2.624179e-02 -3.028719e-04
 00000 0.000000e+00 2.580532e-15 -4.328623e-15 -7.316021e-16 4.185079e-17 1.778514e-17 4.811672e-19
 00100 3.316846e-01 -2.597279e-04 -9.887456e-04 -3.256271e-03 -6.335597e-03 -2.650352e-03 -3.273238e-05
 00200 5.823905e-01 -8.893549e-04 -3.344498e-03 -1.052361e-02 -1.747707e-02 -4.271267e-03 -2.996541e-05
 00300 7.891218e-01 -1.878417e-03 -6.971328e-03 -2.095965e-02 -3.043965e-02 -4.006905e-03 1.188245e-05
 00400 9.735563e-01 -3.284490e-03 -1.198307e-02 -3.412991e-02 -4.311915e-02 -1.880343e-03 8.100913e-05
 00000 0.000000e+00 -5.458047e-14 -2.746738e-16 5.719463e-16 2.582812e-16 -1.369380e-17 -3.735540e-19
 00100 3.427097e-01 -3.320486e-04 -1.243691e-03 -3.857206e-03 -6.301936e-03 -2.471212e-03 -3.923814e-05
 00200 6.046056e-01 -1.615500e-03 -6.005757e-03 -1.814033e-02 -2.716944e-02 -7.898186e-03 -1.068415e-04
 00300 8.249497e-01 -3.967850e-03 -1.461205e-02 -4.292196e-02 -6.089381e-02 -1.565604e-02 -1.912105e-04
 00000 0.000000e+00 -2.921463e-15 -1.044533e-14 -1.445476e-15 -1.602714e-16 3.991461e-17 6.055587e-19
 00100 3.233901e-01 -2.083744e-04 -7.959237e-04 -2.661851e-03 -5.567546e-03 -3.169401e-03 -5.079557e-05
 00200 5.672287e-01 -7.515500e-04 -2.836347e-03 -9.058372e-03 -1.609229e-02 -6.040557e-03 -8.079135e-05
 00300 7.685063e-01 -1.703439e-03 -6.357632e-03 -1.952132e-02 -3.072328e-02 -7.777202e-03 -7.613817e-05
 00400 9.481173e-01 -3.188842e-03 -1.174004e-02 -3.449092e-02 -4.856271e-02 -8.497602e-03 -4.650270e-05
 00000 0.000000e+00 -6.195750e-15 4.853121e-15 -8.853258e-16 -5.642735e-18 1.281280e-16 2.024101e-18
 00100 3.109415e-01 1.871123e-04 7.412524e-04 2.822214e-03 8.420026e-03 7.408995e-03 1.265575e-04
 00200 5.463052e-01 1.384903e-04 6.198627e-04 3.228476e-03 1.484604e-02 1.657655e-02 2.914652e-04
 00300 7.398434e-01 -2.560150e-04 -7.628342e-04 7.544435e-05 1.692031e-02 2.490034e-02 4.445846e-04
 00400 9.127029e-01 -1.101853e-03 -3.755198e-03 -7.342155e-03 1.403906e-02 3.145438e-02 5.658473e-04
 00000 0.000000e+00 -7.903109e-13 -3.446947e-13 -8.082637e-14 -1.108885e-14 2.679308e-15 3.992994e-17
 00100 3.195715e-01 -7.816358e-06 -2.154103e-05 3.481819e-05 8.141289e-04 1.088919e-03 1.737836e-05
 00200 5.588658e-01 -1.689671e-04 -6.016688e-04 -1.462719e-03 5.958051e-04 3.617487e-03 6.457182e-05
 00300 7.545142e-01 -5.625922e-04 -2.019089e-03 -5.197519e-03 -1.488323e-03 7.067481e-03 1.333623e-04
 00400 9.275901e-01 -1.293991e-03 -4.627625e-03 -1.193353e-02 -6.098495e-03 1.093768e-02 2.150182e-04
 00000 0.000000e+00 -1.706167e-13 -1.436303e-13 -3.748800e-14 -5.345539e-16 -1.410387e-16 -2.632084e-18
 00100 3.243193e-01 -2.331216e-04 -8.622863e-04 -2.536308e-03 -3.215252e-03 -5.942072e-04 -1.277813e-05
 00200 5.684652e-01 -1.313474e-03 -4.845512e-03 -1.416841e-02 -1.804084e-02 -1.862784e-03 -1.071893e-05
 00300 7.685805e-01 -3.258785e-03 -1.191367e-02 -3.396128e-02 -4.171829e-02 -3.648587e-03 5.099110e-06
 00400 9.454883e-01 -6.051188e-03 -2.181122e-02 -5.997969e-02 -7.033919e-02 -5.991600e-03 2.370135e-05
 00000 0.000000e+00 -3.377004e-13 2.247970e-13 1.227696e-13 2.736908e-14 9.145419e-15 1.293785e-16
 00100 3.270634e-01 -1.487792e-04 -5.642998e-04 -1.832955e-03 -3.434042e-03 -1.509889e-03 -2.204133e-05
