00000 0.000000e+00 -3.039322e-15 -1.294455e-15 -7.962667e-17 -6.514938e-18 -1.831684e-18 1.359992e-20
 00000 0.000000e+00 8.212562e-14 -2.880121e-15 -1.028963e-14 -4.190335e-15 -1.033802e-15 -2.539385e-16
 00000 0.000000e+00 -2.997774e-15 -8.199660e-17 -4.758273e-17 2.541607e-17 7.093374e-18 4.136470e-19
 00100 1.832052e-01 -3.153252e-06 -1.247107e-05 -4.759268e-05 -1.582337e-04 -3.246441e-04 -3.830588e-04
 00000 0.000000e+00 1.811145e-13 4.303497e-14 7.686672e-15 2.015265e-15 5.670529e-16 1.023504e-16
 00100 2.132410e-01 1.041277e-06 4.300789e-06 1.902058e-05 1.012193e-04 6.321894e-04 2.126678e-03
 00000 0.000000e+00 -3.175451e-13 -9.014867e-14 -3.642007e-14 -1.024910e-14 -2.638056e-15 -3.611135e-17
 00100 3.243245e-01 -3.835829e-04 -1.440085e-03 -4.508005e-03 -7.542011e-03 -2.494561e-03 -2.787190e-05
 00200 5.716197e-01 -1.596116e-03 -5.928255e-03 -1.784738e-02 -2.628021e-02 -5.948569e-03 -4.945200e-05
 00300 7.780410e-01 -3.644490e-03 -1.337550e-02 -3.880131e-02 -5.231567e-02 -9.085556e-03 -5.120437e-05
 00400 9.633858e-01 -6.588849e-03 -2.376716e-02 -6.584590e-02 -8.155897e-02 -1.122459e-02 -3.111995e-05
 00000 0.000000e+00 -5.456380e-13 -4.951106e-13 -1.676536e-13 -5.461948e-14 -1.208113e-14 -1.649742e-16
 00100 3.521608e-01 -3.077103e-04 -1.171443e-03 -3.861725e-03 -7.545014e-03 -3.128853e-03 -3.639143e-05
 00200 6.208350e-01 -1.149009e-03 -4.334421e-03 -1.382738e-02 -2.451106e-02 -8.237815e-03 -8.411818e-05
 00300 8.427227e-01 -2.536046e-03 -9.460383e-03 -2.910285e-02 -4.741932e-02 -1.385932e-02 -1.286173e-04
 00000 0.000000e+00 -5.977612e-14 -1.981969e-14 -2.677961e-15 -1.389848e-16 5.350992e-17 5.430797e-19
